Class,Sample Rate
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Burping,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Discomfort,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Hungry,16000
Temperature Discomfort,16000
Temperature Discomfort,16000
Temperature Discomfort,16000
Temperature Discomfort,16000
Temperature Discomfort,16000
Temperature Discomfort,16000
Temperature Discomfort,16000
Temperature Discomfort,16000
Temperature Discomfort,16000
Temperature Discomfort,16000
Temperature Discomfort,16000
Temperature Discomfort,16000
Temperature Discomfort,16000
Tired,16000
Tired,16000
Tired,16000
Tired,16000
Tired,16000
Tired,16000
Tired,16000
Tired,16000
Tired,16000
Tired,16000
Tired,16000
Tired,16000
Tired,16000
Tired,16000
Tired,16000
Tired,16000
Tired,16000
Tired,16000
Tired,16000
